species	soil	water	fans	width	thick	leaf.length	curve	w.start	w.end	flower	relative.rhizome.growth	relative.fitness
I.atropurpurea	sand	300	0.021230786	-0.195229501	-0.819984584	0.569071803	-0.708835341	11.6	33.2	0	2.862068966	1.228670653
I.mariae	loess	300	0.021230786	-0.818531029	-1.014987751	-1.758471878	1.958649014	8.5	21	0	2.470588235	1.060610103
I.atrofusca	loess	300	0.021230786	-0.195229501	-0.819984584	1.515316197	-0.668323018	8	28.5	0	3.5625	1.52936189
I.petrana	loess	300	1.466770366	0.73972279	0.350034421	-0.56207092	0.588229918	11.2	37.6	0	3.357142857	1.441203185
I.petrana	loess	300	0.503077313	0.116421262	1.325050259	0.438555335	-0.348291426	11.2	31.3	0	2.794642857	1.199724991
I.atropurpurea	sand	300	0.021230786	-0.818531029	0.155031254	0.025253186	-0.125620612	13.6	31.8	0	2.338235294	1.003791705
I.atrofusca	rendzina	300	-0.942462268	1.051373553	1.130047091	0.64520641	-0.423726162	6.1	32.7	0	5.360655738	2.301300376
I.mariae	rendzina	300	0.98492384	-0.195229501	0.740040756	-0.42067808	0.482561701	11.7	30.9	0	2.641025641	1.133777955
I.atrofusca	sand	300	-0.942462268	1.363024317	0.155031254	0.384173474	-0.280664137	7.6	34.1	0	4.486842105	1.926176933
I.mariae	loess	300	-0.460615741	-0.195229501	-0.429978249	-1.040631303	0.437373063	6.4	14.6	0	2.28125	0.979328228
I.mariae	loess	300	0.98492384	-0.506880265	-0.429978249	-1.312540612	1.148380568	9.7	23.2	0	2.391752577	1.026766384
I.petrana	sand	300	0.503077313	-1.130181792	-0.819984584	0.155769654	0.017703988	12.4	26.4	1	2.129032258	0.913981978
I.mariae	loess	300	0.98492384	-0.818531029	0.155031254	-1.76934825	1.567946312	7.5	20.7	0	2.76	1.184853001
I.mariae	rendzina	300	2.43046342	-0.195229501	0.935043924	-1.44305708	1.2001917	12.2	39.6	0	3.245901639	1.393447934
I.atropurpurea	rendzina	300	0.503077313	1.674675081	1.130047091	1.01500307	-0.641910873	11	36.6	1	3.327272727	1.4283801
I.mariae	loess	300	0.98492384	-0.506880265	0.935043924	-1.551820803	0.673999256	11.3	22.8	1	2.017699115	0.866187265
I.atropurpurea	rendzina	300	2.43046342	0.116421262	0.155031254	-0.301037984	-0.249802347	7.1	27.1	0	3.816901408	1.638575032
I.mariae	rendzina	300	0.503077313	0.116421262	-0.234975081	-1.247282378	0.799460694	7.5	26.2	0	3.493333333	1.499669016
I.mariae	loess	300	2.912309947	-0.506880265	-1.014987751	-1.693213644	1.249001174	9.3	27.7	1	2.978494624	1.278651556
I.atrofusca	sand	300	-0.460615741	0.116421262	-0.039971914	1.776349134	-0.545566272	6.7	32.1	0	4.791044776	2.056769486
I.petrana	sand	300	-0.460615741	-0.195229501	0.155031254	-0.594700037	0.342286833	9.8	14.3	1	1.459183673	0.626419621
I.atropurpurea	loess	300	0.503077313	0.73972279	0.545037589	0.188398771	-0.051131079	8.2	46.7	0	5.695121951	2.444884904
I.petrana	loess	300	0.021230786	-0.506880265	0.155031254	0.253657006	-0.033852642	7	18	0	2.571428571	1.103900312
I.atrofusca	sand	300	-1.424308795	1.986325844	-0.429978249	0.612577293	-0.814359097	6.9	16.2	1	2.347826087	1.00790898
I.atropurpurea	loess	300	1.948616893	1.363024317	0.740040756	0.047005931	-0.659624953	12.4	36.4	1	2.935483871	1.260187273
I.mariae	rendzina	300	-0.460615741	-0.506880265	0.350034421	-1.029754931	0.891357461	6.6	11.7	1	1.772727273	0.761022185
I.atrofusca	loess	300	-0.460615741	1.051373553	0.545037589	2.015629325	-0.133459695	9.6	29.3	0	3.052083333	1.310242789
I.atropurpurea	rendzina	300	0.021230786	1.051373553	0.740040756	0.101387793	-0.046354933	11.6	54.6	0	4.706896552	2.020645111
I.atropurpurea	rendzina	300	-0.942462268	-0.818531029	-0.624981416	-0.007375931	-0.651603001	9.4	12.6	0	1.340425532	0.575437396
I.mariae	loess	300	0.021230786	-0.506880265	-0.234975081	-1.464809825	0.652913678	8.1	13.3	0	1.641975309	0.704891077
I.atropurpurea	rendzina	300	0.021230786	1.986325844	0.155031254	0.634330038	-0.583457458	7.9	36.7	0	4.64556962	1.994317792
I.atrofusca	loess	300	0.021230786	-0.506880265	-0.819984584	0.221027889	-0.669518098	6.9	21.5	0	3.115942029	1.33765698
I.mariae	sand	300	0.503077313	-0.506880265	0.350034421	-0.997125814	0.558919548	13	33.3	0	2.561538462	1.099654541
I.atropurpurea	sand	300	-0.460615741	-0.195229501	-0.039971914	0.101387793	-0.500903219	9.8	26.7	0	2.724489796	1.169608663
I.mariae	sand	300	1.466770366	-1.130181792	-0.234975081	-1.214653261	0.881120631	10.3	25.2	0	2.446601942	1.050312918
I.atrofusca	rendzina	300	-1.424308795	1.674675081	0.545037589	0.558195431	-0.69560729	7.8	13.4	1	1.717948718	0.737506049
I.atrofusca	loess	300	-0.460615741	0.73972279	1.130047091	1.428305219	-0.56197415	8.2	25.2	0	3.073170732	1.319295494
I.mariae	rendzina	300	0.503077313	-0.506880265	0.350034421	-0.507689058	0.014880427	9.9	21.3	0	2.151515152	0.923633762
I.mariae	sand	300	-1.424308795	-1.441832556	-1.209990919	-1.540944431	1.657309162	6.1	10.2	0	1.672131148	0.717836815
I.atropurpurea	sand	300	-1.424308795	-0.506880265	-0.429978249	0.427678963	-0.606232598	9	18	0	2	0.858589131
I.petrana	sand	300	-0.942462268	-1.130181792	-0.429978249	-0.670834644	0.944642299	8.9	16	0	1.797752809	0.771765511
I.atrofusca	sand	300	-0.942462268	0.428072026	-1.014987751	-0.475059941	-0.481883558	12	28.8	0	2.4	1.030306957
I.atropurpurea	loess	300	0.021230786	0.428072026	0.155031254	0.97149758	-0.27520354	9.2	36.6	0	3.97826087	1.707845772
I.atropurpurea	rendzina	300	2.43046342	0.73972279	0.350034421	0.579948176	-0.530464292	10	57.9	0	5.79	2.485615535
I.atropurpurea	sand	300	-0.460615741	0.428072026	-0.039971914	-0.19227426	-0.502572331	7.9	19	0	2.405063291	1.032480601
I.petrana	loess	300	1.948616893	0.116421262	0.740040756	-0.170521516	0.830254229	7.5	23.8	1	3.173333333	1.362294755
I.mariae	rendzina	300	-0.460615741	0.428072026	0.155031254	-1.421304335	2.242264728	8.6	24.2	0	2.813953488	1.20801494
I.atrofusca	sand	300	-0.460615741	-0.506880265	-1.014987751	0.851857484	-0.637067267	7.5	29.9	0	3.986666667	1.711454335
I.petrana	loess	300	-0.942462268	0.116421262	-2.380009924	-0.594700037	1.591792629	7.4	2	0	0.27027027	0.116025558
I.atrofusca	rendzina	300	-1.424308795	0.428072026	-0.624981416	0.177522399	-0.293645646	8	24.2	0	3.025	1.298616061
I.petrana	rendzina	300	1.466770366	0.116421262	1.910059761	-0.409801707	0.760280373	7.8	35.5	0	4.551282051	1.953840651
I.atrofusca	rendzina	300	-0.460615741	-0.506880265	-1.014987751	1.373923357	-0.647048058	6.7	24.8	0	3.701492537	1.589030631
I.atropurpurea	loess	300	-0.460615741	0.73972279	0.740040756	0.199275144	-0.684843699	9.6	37.2	0	3.875	1.663516442
I.mariae	loess	300	0.021230786	-0.195229501	0.935043924	-1.095013165	1.058103696	6.7	16.8	0	2.507462687	1.076440105
I.petrana	rendzina	300	-1.424308795	0.116421262	1.325050259	0.31891524	-0.27158299	7.9	23.4	0	2.962025316	1.271581372
I.petrana	rendzina	300	0.021230786	0.428072026	0.935043924	0.188398771	0.402522975	14.3	24.7	0	1.727272727	0.741508795
I.mariae	loess	300	0.503077313	-0.818531029	0.545037589	-1.845482857	0.916208155	7.8	22.1	0	2.833333333	1.216334603
I.atrofusca	loess	300	-0.460615741	1.051373553	-1.014987751	0.068758676	-0.505578009	8	18.3	1	2.2875	0.982011319
I.mariae	rendzina	300	-0.460615741	-0.195229501	0.350034421	-0.355419846	0.120252721	6.3	13.5	0	2.142857143	0.919916926
I.atrofusca	loess	300	-0.942462268	0.73972279	0.545037589	0.503813569	-0.318494047	9.5	31.5	0	3.315789474	1.423450402
I.petrana	sand	300	0.503077313	-0.506880265	-0.624981416	-0.844856601	0.433570166	6.4	19.7	0	3.078125	1.321422335
I.petrana	sand	300	-1.424308795	-1.441832556	-0.624981416	-0.355419846	-0.167854281	8.9	14.9	0	1.674157303	0.718706632
I.atropurpurea	rendzina	300	-0.942462268	1.986325844	2.495069264	0.917115718	-0.416241924	12.6	40.4	0	3.206349206	1.37646829
I.mariae	rendzina	300	2.43046342	0.428072026	1.520053426	-0.37717259	0.27535404	10.8	30.8	0	2.851851852	1.224284502
I.petrana	rendzina	300	0.021230786	0.116421262	1.325050259	-0.594700037	1.117937783	8.4	29.1	0	3.464285714	1.487199031
I.atrofusca	rendzina	300	-0.460615741	1.674675081	1.325050259	1.711090899	-0.368033524	6.5	49.4	0	7.6	3.262638699
I.mariae	rendzina	300	0.98492384	-0.506880265	-0.234975081	-1.182024144	0.908701443	10.4	26.7	0	2.567307692	1.102131241
I.petrana	rendzina	300	0.98492384	-0.818531029	-0.039971914	0.155769654	0.746121151	9	31.1	1	3.455555556	1.483451221
I.petrana	loess	300	0.503077313	-0.818531029	-0.039971914	0.144893282	-0.356438527	9.9	31.8	0	3.212121212	1.37894618
I.mariae	sand	300	1.466770366	-1.130181792	-0.039971914	-1.138518654	0.189078017	10.5	22.3	0	2.123809524	0.911739887
I.petrana	rendzina	300	0.503077313	1.051373553	0.740040756	1.134643165	-0.241330682	9.5	33.9	1	3.568421053	1.531903766
I.petrana	loess	300	-0.942462268	-0.506880265	-0.624981416	0.373297101	-0.608718402	11.6	29.2	0	2.517241379	1.080638044
I.atrofusca	loess	300	0.503077313	0.116421262	-0.234975081	1.591450804	-0.521131066	12	45.5	0	3.791666667	1.627741895
I.atrofusca	sand	300	-0.460615741	1.363024317	0.545037589	0.025253186	-0.373754586	8.6	33	1	3.837209302	1.647293101
I.mariae	loess	300	0.98492384	-0.195229501	1.130047091	-0.964496697	0.019800978	8.4	20.9	0	2.488095238	1.068125764
I.atrofusca	sand	300	-0.460615741	0.428072026	0.350034421	1.01500307	-0.364455072	11.2	37.6	0	3.357142857	1.441203185
I.atropurpurea	rendzina	300	-0.460615741	2.297976608	2.885075599	1.700214527	-0.419490357	8.2	35.9	0	4.37804878	1.879472549
I.atropurpurea	sand	300	0.021230786	0.428072026	1.130047091	-0.616452782	0.100126876	8	23.5	1	2.9375	1.261052787
I.atrofusca	rendzina	300	0.021230786	1.051373553	0.350034421	0.612577293	-0.437425092	12.9	45	0	3.488372093	1.497539182
I.atropurpurea	loess	300	-1.424308795	0.73972279	1.130047091	0.155769654	-0.506091248	8	21.2	0	2.65	1.137630599
I.petrana	loess	300	-0.460615741	-0.195229501	1.130047091	1.276036006	-0.295221541	6.4	19.9	1	3.109375	1.33483779
I.mariae	rendzina	300	-0.942462268	-0.818531029	-0.429978249	-1.606202665	1.26176896	9	9.7	0	1.077777778	0.462684143
I.atropurpurea	sand	300	0.503077313	-0.195229501	-0.039971914	0.656082782	-0.563912998	9.9	17	1	1.717171717	0.737172486
I.mariae	rendzina	300	0.98492384	-0.818531029	-0.624981416	-1.682337271	1.881761279	8.1	16.4	0	2.024691358	0.869188997
I.atropurpurea	rendzina	300	1.948616893	0.73972279	0.740040756	0.210151516	-0.238830803	14	53.8	1	3.842857143	1.649717688
I.atropurpurea	loess	300	0.98492384	0.116421262	-0.039971914	0.851857484	-0.331668943	10.9	50	0	4.587155963	1.969241127
I.petrana	sand	300	0.503077313	-0.506880265	0.155031254	0.753970133	-0.140489834	7.4	19.3	0	2.608108108	1.119646637
I.mariae	sand	300	-0.942462268	-0.818531029	-0.429978249	-1.018878559	0.196904932	8.3	11.5	0	1.385542169	0.594805723
I.atropurpurea	sand	300	0.503077313	-0.818531029	0.545037589	0.612577293	-0.564178275	13.2	32.6	1	2.46969697	1.060227488
I.petrana	sand	300	0.503077313	-0.195229501	0.350034421	0.917115718	0.109650992	12.2	24.2	1	1.983606557	0.851551515
I.atrofusca	loess	300	-0.460615741	2.609627372	1.325050259	2.080887559	-0.577967196	10.5	48.1	0	4.580952381	1.966577963
I.atropurpurea	sand	300	0.021230786	-1.130181792	-0.624981416	-0.05088142	-0.516367306	10	28.4	0	2.84	1.219196566
I.mariae	loess	300	1.948616893	1.051373553	3.080078766	-1.530068059	1.867517933	11.5	32.8	1	2.852173913	1.224422761
I.atropurpurea	sand	300	0.503077313	-0.506880265	-0.234975081	-0.344543473	-0.367189551	9.7	28.6	0	2.948453608	1.265755111
I.petrana	sand	300	-0.460615741	-1.130181792	-0.234975081	-0.007375931	0.0525485	9.3	31.7	0	3.408602151	1.46329438
I.petrana	loess	300	0.503077313	0.116421262	0.545037589	-1.81285374	2.341368379	7.9	21.8	1	2.759493671	1.184635637
I.petrana	rendzina	300	0.021230786	0.116421262	0.155031254	0.699588272	0.000717275	8.5	40.7	0	4.788235294	2.055563391
I.atrofusca	sand	300	-0.460615741	1.986325844	0.545037589	0.982373953	-0.526941801	10.4	37	1	3.557692308	1.527297974
I.petrana	sand	300	-0.460615741	-1.130181792	-0.624981416	-0.148768771	-0.100174106	6.6	17.2	1	2.606060606	1.118767656
I.petrana	rendzina	300	0.503077313	-0.195229501	0.935043924	-1.356046101	2.400881355	8.4	30.4	1	3.619047619	1.553637476
I.atropurpurea	loess	300	-0.460615741	2.921278135	1.520053426	0.308038867	-0.324906782	11.1	36.9	1	3.324324324	1.427114367
I.petrana	loess	300	1.466770366	-0.195229501	-0.624981416	0.569071803	0.076638871	6.2	21.1	1	3.403225806	1.460986344
I.petrana	rendzina	300	0.021230786	-0.195229501	0.545037589	-0.181397888	0.159463927	11.4	19.5	1	1.710526316	0.734319652
I.atrofusca	rendzina	300	-0.942462268	0.428072026	0.155031254	0.13401691	-0.599404067	9.9	20.8	0	2.101010101	0.901952219
I.mariae	rendzina	300	0.98492384	-0.506880265	-1.404994086	-1.029754931	0.412767218	11.2	20.3	0	1.8125	0.7780964
I.atrofusca	sand	300	-0.460615741	1.674675081	0.545037589	0.873610229	-0.673051767	9.6	26.3	1	2.739583333	1.176088237
I.petrana	rendzina	300	0.021230786	-0.195229501	-0.039971914	0.079635048	-0.350194586	7.7	15.5	1	2.012987013	0.864164385
I.petrana	sand	300	0.503077313	-1.130181792	-1.209990919	-0.05088142	-0.316760015	12.5	28.6	0	2.288	0.982225966
I.petrana	rendzina	300	-0.460615741	-0.195229501	0.545037589	0.047005931	0.543466591	8.7	18.1	1	2.08045977	0.893130073
