"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018-05-01,"MQ","PHL","Philadelphia, PA","PA","JFK","New York, NY","NY","1333",0.00,0.00,"1419",0.00,0.00,0.00,"",0.00,28.00,1.00,94.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","BHM","Birmingham, AL","AL","2213",18.00,1.00,"2303",0.00,0.00,0.00,"",0.00,95.00,1.00,661.00,,,,,,
2018-05-01,"MQ","IND","Indianapolis, IN","IN","ORD","Chicago, IL","IL","0555",0.00,0.00,"0550",0.00,0.00,0.00,"",0.00,36.00,1.00,177.00,,,,,,
2018-05-01,"MQ","BHM","Birmingham, AL","AL","MIA","Miami, FL","FL","1718",0.00,0.00,"2011",0.00,0.00,0.00,"",0.00,91.00,1.00,661.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","BHM","Birmingham, AL","AL","1544",0.00,0.00,"1650",0.00,0.00,0.00,"",0.00,98.00,1.00,661.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","0626",0.00,0.00,"0754",0.00,0.00,0.00,"",0.00,50.00,1.00,280.00,,,,,,
2018-05-01,"MQ","CMH","Columbus, OH","OH","MIA","Miami, FL","FL","0656",0.00,0.00,"0939",0.00,0.00,0.00,"",0.00,134.00,1.00,990.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","ILM","Wilmington, NC","NC","2017",18.00,1.00,"2154",0.00,0.00,0.00,"",0.00,72.00,1.00,500.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","PNS","Pensacola, FL","FL","0855",0.00,0.00,"0942",0.00,0.00,0.00,"",0.00,87.00,1.00,530.00,,,,,,
2018-05-01,"MQ","PNS","Pensacola, FL","FL","MIA","Miami, FL","FL","1018",0.00,0.00,"1250",0.00,0.00,0.00,"",0.00,77.00,1.00,530.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","TXK","Texarkana, AR","AR","1659",0.00,0.00,"1756",0.00,0.00,0.00,"",0.00,33.00,1.00,181.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","CAE","Columbia, SC","SC","1820",0.00,0.00,"2133",0.00,0.00,0.00,"",0.00,117.00,1.00,922.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","XNA","Fayetteville, AR","AR","1338",9.00,0.00,"1514",0.00,0.00,0.00,"",0.00,76.00,1.00,522.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","ORD","Chicago, IL","IL","1548",0.00,0.00,"1731",0.00,0.00,0.00,"",0.00,78.00,1.00,522.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","XNA","Fayetteville, AR","AR","1258",28.00,1.00,"1406",23.00,1.00,0.00,"",0.00,51.00,1.00,280.00,23.00,0.00,0.00,0.00,0.00,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","1441",26.00,1.00,"1551",15.00,1.00,0.00,"",0.00,51.00,1.00,280.00,3.00,0.00,0.00,0.00,12.00,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","TXK","Texarkana, AR","AR","2037",0.00,0.00,"2137",0.00,0.00,0.00,"",0.00,40.00,1.00,181.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","CVG","Cincinnati, OH","KY","0823",3.00,0.00,"1129",0.00,0.00,0.00,"",0.00,107.00,1.00,812.00,,,,,,
2018-05-01,"MQ","CVG","Cincinnati, OH","KY","DFW","Dallas/Fort Worth, TX","TX","1146",0.00,0.00,"1301",0.00,0.00,0.00,"",0.00,115.00,1.00,812.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","TYR","Tyler, TX","TX","1201",0.00,0.00,"1243",0.00,0.00,0.00,"",0.00,23.00,1.00,102.00,,,,,,
2018-05-01,"MQ","TYR","Tyler, TX","TX","DFW","Dallas/Fort Worth, TX","TX","1315",0.00,0.00,"1359",0.00,0.00,0.00,"",0.00,29.00,1.00,102.00,,,,,,
2018-05-01,"MQ","ABI","Abilene, TX","TX","DFW","Dallas/Fort Worth, TX","TX","0737",0.00,0.00,"0825",0.00,0.00,0.00,"",0.00,35.00,1.00,158.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","BUF","Buffalo, NY","NY","1206",0.00,0.00,"1430",0.00,0.00,0.00,"",0.00,68.00,1.00,474.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SAT","San Antonio, TX","TX","1013",0.00,0.00,"1309",0.00,0.00,0.00,"",0.00,140.00,1.00,1041.00,,,,,,
2018-05-01,"MQ","SAT","San Antonio, TX","TX","ORD","Chicago, IL","IL","1437",0.00,0.00,"1721",0.00,0.00,0.00,"",0.00,141.00,1.00,1041.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SYR","Syracuse, NY","NY","0815",0.00,0.00,"1054",0.00,0.00,0.00,"",0.00,82.00,1.00,607.00,,,,,,
2018-05-01,"MQ","SYR","Syracuse, NY","NY","ORD","Chicago, IL","IL","1128",0.00,0.00,"1222",0.00,0.00,0.00,"",0.00,87.00,1.00,607.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","GCK","Garden City, KS","KS","2037",0.00,0.00,"2205",0.00,0.00,0.00,"",0.00,67.00,1.00,404.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","FAR","Fargo, ND","ND","1111",1.00,0.00,"1338",0.00,0.00,0.00,"",0.00,123.00,1.00,968.00,,,,,,
2018-05-01,"MQ","FAR","Fargo, ND","ND","DFW","Dallas/Fort Worth, TX","TX","1433",0.00,0.00,"1709",0.00,0.00,0.00,"",0.00,139.00,1.00,968.00,,,,,,
2018-05-01,"MQ","HOU","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","1800",0.00,0.00,"1918",0.00,0.00,0.00,"",0.00,54.00,1.00,247.00,,,,,,
2018-05-01,"MQ","JAX","Jacksonville, FL","FL","ORD","Chicago, IL","IL","1055",0.00,0.00,"1227",0.00,0.00,0.00,"",0.00,124.00,1.00,864.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","JAX","Jacksonville, FL","FL","0703",0.00,0.00,"1018",0.00,0.00,0.00,"",0.00,114.00,1.00,864.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","FAR","Fargo, ND","ND","2012",0.00,0.00,"2233",23.00,1.00,0.00,"",0.00,103.00,1.00,557.00,0.00,0.00,23.00,0.00,0.00,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","LEX","Lexington, KY","KY","1239",0.00,0.00,"1542",0.00,0.00,0.00,"",0.00,102.00,1.00,785.00,,,,,,
2018-05-01,"MQ","LEX","Lexington, KY","KY","DFW","Dallas/Fort Worth, TX","TX","1624",0.00,0.00,"1747",0.00,0.00,0.00,"",0.00,119.00,1.00,785.00,,,,,,
2018-05-01,"MQ","FAR","Fargo, ND","ND","ORD","Chicago, IL","IL","1216",0.00,0.00,"1434",20.00,1.00,0.00,"",0.00,99.00,1.00,557.00,0.00,0.00,20.00,0.00,0.00,
2018-05-01,"MQ","ORD","Chicago, IL","IL","FAR","Fargo, ND","ND","0954",0.00,0.00,"1149",2.00,0.00,0.00,"",0.00,87.00,1.00,557.00,,,,,,
2018-05-01,"MQ","ALB","Albany, NY","NY","ORD","Chicago, IL","IL","1622",7.00,0.00,"1730",0.00,0.00,0.00,"",0.00,104.00,1.00,723.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","ALB","Albany, NY","NY","1240",0.00,0.00,"1528",0.00,0.00,0.00,"",0.00,92.00,1.00,723.00,,,,,,
2018-05-01,"MQ","LGA","New York, NY","NY","ORF","Norfolk, VA","VA","0856",0.00,0.00,"1025",0.00,0.00,0.00,"",0.00,51.00,1.00,296.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","SGF","Springfield, MO","MO","1047",0.00,0.00,"1201",0.00,0.00,0.00,"",0.00,58.00,1.00,364.00,,,,,,
2018-05-01,"MQ","CAE","Columbia, SC","SC","DFW","Dallas/Fort Worth, TX","TX","0745",0.00,0.00,"0931",0.00,0.00,0.00,"",0.00,142.00,1.00,922.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SYR","Syracuse, NY","NY","1144",0.00,0.00,"1431",0.00,0.00,0.00,"",0.00,82.00,1.00,607.00,,,,,,
2018-05-01,"MQ","SYR","Syracuse, NY","NY","ORD","Chicago, IL","IL","1507",0.00,0.00,"1557",0.00,0.00,0.00,"",0.00,89.00,1.00,607.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","1814",0.00,0.00,"1928",0.00,0.00,0.00,"",0.00,50.00,1.00,280.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","CLE","Cleveland, OH","OH","1400",9.00,0.00,"1653",2.00,0.00,0.00,"",0.00,154.00,1.00,1080.00,,,,,,
2018-05-01,"MQ","CMH","Columbus, OH","OH","ORD","Chicago, IL","IL","2025",0.00,0.00,"2028",0.00,0.00,0.00,"",0.00,47.00,1.00,296.00,,,,,,
2018-05-01,"MQ","SGF","Springfield, MO","MO","DFW","Dallas/Fort Worth, TX","TX","1206",0.00,0.00,"1340",3.00,0.00,0.00,"",0.00,60.00,1.00,364.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","SGF","Springfield, MO","MO","2010",0.00,0.00,"2125",0.00,0.00,0.00,"",0.00,54.00,1.00,364.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","JAN","Jackson/Vicksburg, MS","MS","1421",0.00,0.00,"1546",0.00,0.00,0.00,"",0.00,59.00,1.00,408.00,,,,,,
2018-05-01,"MQ","JAN","Jackson/Vicksburg, MS","MS","DFW","Dallas/Fort Worth, TX","TX","1608",0.00,0.00,"1750",0.00,0.00,0.00,"",0.00,75.00,1.00,408.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","ABI","Abilene, TX","TX","1840",0.00,0.00,"1935",0.00,0.00,0.00,"",0.00,30.00,1.00,158.00,,,,,,
2018-05-01,"MQ","MLI","Moline, IL","IL","ORD","Chicago, IL","IL","1319",0.00,0.00,"1414",0.00,0.00,0.00,"",0.00,33.00,1.00,139.00,,,,,,
2018-05-01,"MQ","TLH","Tallahassee, FL","FL","MIA","Miami, FL","FL","0558",0.00,0.00,"0713",0.00,0.00,0.00,"",0.00,57.00,1.00,402.00,,,,,,
2018-05-01,"MQ","GCK","Garden City, KS","KS","DFW","Dallas/Fort Worth, TX","TX","0602",0.00,0.00,"0719",0.00,0.00,0.00,"",0.00,65.00,1.00,404.00,,,,,,
2018-05-01,"MQ","JFK","New York, NY","NY","PHL","Philadelphia, PA","PA","1727",2.00,0.00,"1827",0.00,0.00,0.00,"",0.00,27.00,1.00,94.00,,,,,,
2018-05-01,"MQ","PHL","Philadelphia, PA","PA","JFK","New York, NY","NY","1536",6.00,0.00,"1632",8.00,0.00,0.00,"",0.00,30.00,1.00,94.00,,,,,,
2018-05-01,"MQ","GRR","Grand Rapids, MI","MI","DFW","Dallas/Fort Worth, TX","TX","0614",0.00,0.00,"0741",0.00,0.00,0.00,"",0.00,132.00,1.00,931.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","XNA","Fayetteville, AR","AR","1440",0.00,0.00,"1550",0.00,0.00,0.00,"",0.00,48.00,1.00,280.00,,,,,,
2018-05-01,"MQ","XNA","Fayetteville, AR","AR","DFW","Dallas/Fort Worth, TX","TX","1622",0.00,0.00,"1736",0.00,0.00,0.00,"",0.00,48.00,1.00,280.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","TLH","Tallahassee, FL","FL","2143",0.00,0.00,"2309",0.00,0.00,0.00,"",0.00,62.00,1.00,402.00,,,,,,
2018-05-01,"MQ","CLE","Cleveland, OH","OH","MIA","Miami, FL","FL","1726",0.00,0.00,"2003",0.00,0.00,0.00,"",0.00,142.00,1.00,1080.00,,,,,,
2018-05-01,"MQ","MDT","Harrisburg, PA","PA","ORD","Chicago, IL","IL","1130",0.00,0.00,"1241",0.00,0.00,0.00,"",0.00,92.00,1.00,594.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","CMI","Champaign/Urbana, IL","IL","1829",0.00,0.00,"2021",0.00,0.00,0.00,"",0.00,92.00,1.00,692.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","JAN","Jackson/Vicksburg, MS","MS","0746",0.00,0.00,"0913",0.00,0.00,0.00,"",0.00,63.00,1.00,408.00,,,,,,
2018-05-01,"MQ","JAN","Jackson/Vicksburg, MS","MS","DFW","Dallas/Fort Worth, TX","TX","0945",0.00,0.00,"1135",2.00,0.00,0.00,"",0.00,75.00,1.00,408.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","GRR","Grand Rapids, MI","MI","2021",0.00,0.00,"2342",0.00,0.00,0.00,"",0.00,120.00,1.00,931.00,,,,,,
2018-05-01,"MQ","SGF","Springfield, MO","MO","ORD","Chicago, IL","IL","0558",0.00,0.00,"0738",0.00,0.00,0.00,"",0.00,70.00,1.00,438.00,,,,,,
2018-05-01,"MQ","BPT","Beaumont/Port Arthur, TX","TX","DFW","Dallas/Fort Worth, TX","TX","0705",60.00,1.00,"0823",50.00,1.00,0.00,"",0.00,56.00,1.00,270.00,50.00,0.00,0.00,0.00,0.00,
2018-05-01,"MQ","BPT","Beaumont/Port Arthur, TX","TX","DFW","Dallas/Fort Worth, TX","TX","1409",0.00,0.00,"1529",0.00,0.00,0.00,"",0.00,56.00,1.00,270.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","1224",0.00,0.00,"1336",0.00,0.00,0.00,"",0.00,55.00,1.00,270.00,,,,,,
2018-05-01,"MQ","MIA","Miami, FL","FL","PNS","Pensacola, FL","FL","2143",0.00,0.00,"2236",0.00,0.00,0.00,"",0.00,89.00,1.00,530.00,,,,,,
2018-05-01,"MQ","JAN","Jackson/Vicksburg, MS","MS","DFW","Dallas/Fort Worth, TX","TX","0614",0.00,0.00,"0803",6.00,0.00,0.00,"",0.00,75.00,1.00,408.00,,,,,,
2018-05-01,"MQ","AEX","Alexandria, LA","LA","DFW","Dallas/Fort Worth, TX","TX","1006",0.00,0.00,"1136",0.00,0.00,0.00,"",0.00,54.00,1.00,285.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CVG","Cincinnati, OH","KY","2136",0.00,0.00,"2341",0.00,0.00,0.00,"",0.00,41.00,1.00,264.00,,,,,,
2018-05-01,"MQ","BNA","Nashville, TN","TN","LGA","New York, NY","NY","0623",0.00,0.00,"0924",0.00,0.00,0.00,"",0.00,110.00,1.00,764.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","GRR","Grand Rapids, MI","MI","1018",0.00,0.00,"1332",0.00,0.00,0.00,"",0.00,119.00,1.00,931.00,,,,,,
2018-05-01,"MQ","GRR","Grand Rapids, MI","MI","DFW","Dallas/Fort Worth, TX","TX","1405",0.00,0.00,"1539",0.00,0.00,0.00,"",0.00,127.00,1.00,931.00,,,,,,
2018-05-01,"MQ","JFK","New York, NY","NY","PHL","Philadelphia, PA","PA","0621",0.00,0.00,"0715",0.00,0.00,0.00,"",0.00,30.00,1.00,94.00,,,,,,
2018-05-01,"MQ","PHL","Philadelphia, PA","PA","JFK","New York, NY","NY","0903",0.00,0.00,"1010",7.00,0.00,0.00,"",0.00,33.00,1.00,94.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SGF","Springfield, MO","MO","1350",30.00,1.00,"1530",35.00,1.00,0.00,"",0.00,70.00,1.00,438.00,30.00,0.00,5.00,0.00,0.00,
2018-05-01,"MQ","SGF","Springfield, MO","MO","ORD","Chicago, IL","IL","1553",0.00,0.00,"1740",4.00,0.00,0.00,"",0.00,71.00,1.00,438.00,,,,,,
2018-05-01,"MQ","CMI","Champaign/Urbana, IL","IL","ORD","Chicago, IL","IL","0625",0.00,0.00,"0729",0.00,0.00,0.00,"",0.00,41.00,1.00,135.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CMI","Champaign/Urbana, IL","IL","1851",0.00,0.00,"1931",0.00,0.00,0.00,"",0.00,24.00,1.00,135.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CMI","Champaign/Urbana, IL","IL","1644",0.00,0.00,"1722",0.00,0.00,0.00,"",0.00,25.00,1.00,135.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","MSN","Madison, WI","WI","1019",0.00,0.00,"1225",0.00,0.00,0.00,"",0.00,111.00,1.00,821.00,,,,,,
2018-05-01,"MQ","MSN","Madison, WI","WI","DFW","Dallas/Fort Worth, TX","TX","1257",0.00,0.00,"1513",0.00,0.00,0.00,"",0.00,119.00,1.00,821.00,,,,,,
2018-05-01,"MQ","PNS","Pensacola, FL","FL","DFW","Dallas/Fort Worth, TX","TX","1321",0.00,0.00,"1522",0.00,0.00,0.00,"",0.00,104.00,1.00,604.00,,,,,,
2018-05-01,"MQ","CVG","Cincinnati, OH","KY","ORD","Chicago, IL","IL","1722",17.00,1.00,"1732",3.00,0.00,0.00,"",0.00,46.00,1.00,264.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CVG","Cincinnati, OH","KY","1448",69.00,1.00,"1656",64.00,1.00,0.00,"",0.00,44.00,1.00,264.00,0.00,0.00,0.00,0.00,64.00,
2018-05-01,"MQ","SGF","Springfield, MO","MO","CLT","Charlotte, NC","NC","0729",0.00,0.00,"1041",0.00,0.00,0.00,"",0.00,99.00,1.00,708.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","TUL","Tulsa, OK","OK","0957",0.00,0.00,"1155",0.00,0.00,0.00,"",0.00,85.00,1.00,585.00,,,,,,
2018-05-01,"MQ","TUL","Tulsa, OK","OK","ORD","Chicago, IL","IL","1221",0.00,0.00,"1404",0.00,0.00,0.00,"",0.00,78.00,1.00,585.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","SGF","Springfield, MO","MO","1002",0.00,0.00,"1140",0.00,0.00,0.00,"",0.00,68.00,1.00,438.00,,,,,,
2018-05-01,"MQ","ORD","Chicago, IL","IL","CVG","Cincinnati, OH","KY","1835",0.00,0.00,"2053",0.00,0.00,0.00,"",0.00,43.00,1.00,264.00,,,,,,
2018-05-01,"MQ","DFW","Dallas/Fort Worth, TX","TX","SGF","Springfield, MO","MO","1455",35.00,1.00,"1616",35.00,1.00,0.00,"",0.00,56.00,1.00,364.00,35.00,0.00,0.00,0.00,0.00,
2018-05-01,"OH","CLT","Charlotte, NC","NC","MYR","Myrtle Beach, SC","SC","0752",0.00,0.00,"0843",0.00,0.00,0.00,"",0.00,32.00,1.00,157.00,,,,,,
2018-05-01,"OH","MYR","Myrtle Beach, SC","SC","CLT","Charlotte, NC","NC","0924",0.00,0.00,"1040",0.00,0.00,0.00,"",0.00,40.00,1.00,157.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","ORF","Norfolk, VA","VA","1752",0.00,0.00,"1853",0.00,0.00,0.00,"",0.00,48.00,1.00,290.00,,,,,,
2018-05-01,"OH","CAK","Akron, OH","OH","DCA","Washington, DC","VA","",,,"",,,1.00,"A",0.00,,1.00,274.00,,,,,,
2018-05-01,"OH","DSM","Des Moines, IA","IA","ORD","Chicago, IL","IL","1548",0.00,0.00,"1708",0.00,0.00,0.00,"",0.00,54.00,1.00,299.00,,,,,,
2018-05-01,"OH","ORD","Chicago, IL","IL","DAY","Dayton, OH","OH","1820",0.00,0.00,"2031",6.00,0.00,0.00,"",0.00,44.00,1.00,240.00,,,,,,
2018-05-01,"OH","CHA","Chattanooga, TN","TN","CLT","Charlotte, NC","NC","1442",7.00,0.00,"1558",1.00,0.00,0.00,"",0.00,48.00,1.00,241.00,,,,,,
2018-05-01,"OH","CLE","Cleveland, OH","OH","CLT","Charlotte, NC","NC","1650",0.00,0.00,"1824",0.00,0.00,0.00,"",0.00,67.00,1.00,430.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","CLE","Cleveland, OH","OH","1443",0.00,0.00,"1618",0.00,0.00,0.00,"",0.00,73.00,1.00,430.00,,,,,,
2018-05-01,"OH","LEX","Lexington, KY","KY","CLT","Charlotte, NC","NC","0632",0.00,0.00,"0749",0.00,0.00,0.00,"",0.00,48.00,1.00,281.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","IAD","Washington, DC","VA","1546",0.00,0.00,"1657",0.00,0.00,0.00,"",0.00,56.00,1.00,322.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","IAD","Washington, DC","VA","2229",0.00,0.00,"2358",3.00,0.00,0.00,"",0.00,60.00,1.00,322.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","OMA","Omaha, NE","NE","1136",11.00,0.00,"1325",13.00,0.00,0.00,"",0.00,138.00,1.00,913.00,,,,,,
2018-05-01,"OH","OMA","Omaha, NE","NE","CLT","Charlotte, NC","NC","1353",8.00,0.00,"1710",0.00,0.00,0.00,"",0.00,118.00,1.00,913.00,,,,,,
2018-05-01,"OH","DCA","Washington, DC","VA","SYR","Syracuse, NY","NY","2154",0.00,0.00,"2321",6.00,0.00,0.00,"",0.00,67.00,1.00,298.00,,,,,,
2018-05-01,"OH","GSP","Greer, SC","SC","CLT","Charlotte, NC","NC","0914",119.00,1.00,"1050",145.00,1.00,0.00,"",0.00,32.00,1.00,75.00,119.00,0.00,26.00,0.00,0.00,
2018-05-01,"OH","CLT","Charlotte, NC","NC","CHS","Charleston, SC","SC","2039",0.00,0.00,"2141",1.00,0.00,0.00,"",0.00,31.00,1.00,168.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","IAD","Washington, DC","VA","0909",9.00,0.00,"1012",0.00,0.00,0.00,"",0.00,52.00,1.00,322.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","MLB","Melbourne, FL","FL","1131",1.00,0.00,"1258",0.00,0.00,0.00,"",0.00,70.00,1.00,490.00,,,,,,
2018-05-01,"OH","MLB","Melbourne, FL","FL","CLT","Charlotte, NC","NC","1328",0.00,0.00,"1517",0.00,0.00,0.00,"",0.00,91.00,1.00,490.00,,,,,,
2018-05-01,"OH","CRW","Charleston/Dunbar, WV","WV","CLT","Charlotte, NC","NC","1206",0.00,0.00,"1306",0.00,0.00,0.00,"",0.00,39.00,1.00,221.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","ROA","Roanoke, VA","VA","1256",0.00,0.00,"1357",0.00,0.00,0.00,"",0.00,38.00,1.00,155.00,,,,,,
2018-05-01,"OH","ROA","Roanoke, VA","VA","CLT","Charlotte, NC","NC","1422",0.00,0.00,"1531",0.00,0.00,0.00,"",0.00,42.00,1.00,155.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","SHV","Shreveport, LA","LA","1135",0.00,0.00,"1259",0.00,0.00,0.00,"",0.00,118.00,1.00,764.00,,,,,,
2018-05-01,"OH","SHV","Shreveport, LA","LA","CLT","Charlotte, NC","NC","1334",0.00,0.00,"1653",0.00,0.00,0.00,"",0.00,111.00,1.00,764.00,,,,,,
2018-05-01,"OH","JAN","Jackson/Vicksburg, MS","MS","CLT","Charlotte, NC","NC","1250",0.00,0.00,"1542",0.00,0.00,0.00,"",0.00,93.00,1.00,562.00,,,,,,
2018-05-01,"OH","TYS","Knoxville, TN","TN","CLT","Charlotte, NC","NC","0515",0.00,0.00,"0611",0.00,0.00,0.00,"",0.00,33.00,1.00,177.00,,,,,,
2018-05-01,"OH","DAY","Dayton, OH","OH","ORD","Chicago, IL","IL","0615",0.00,0.00,"0616",0.00,0.00,0.00,"",0.00,44.00,1.00,240.00,,,,,,
2018-05-01,"OH","CHS","Charleston, SC","SC","CLT","Charlotte, NC","NC","1146",27.00,1.00,"1247",16.00,1.00,0.00,"",0.00,39.00,1.00,168.00,0.00,0.00,0.00,0.00,16.00,
2018-05-01,"OH","CLT","Charlotte, NC","NC","LEX","Lexington, KY","KY","2340",60.00,1.00,"0040",44.00,1.00,0.00,"",0.00,48.00,1.00,281.00,44.00,0.00,0.00,0.00,0.00,
2018-05-01,"OH","IAD","Washington, DC","VA","CLT","Charlotte, NC","NC","1729",0.00,0.00,"1858",0.00,0.00,0.00,"",0.00,56.00,1.00,322.00,,,,,,
2018-05-01,"OH","MSN","Madison, WI","WI","CLT","Charlotte, NC","NC","0656",0.00,0.00,"1016",0.00,0.00,0.00,"",0.00,100.00,1.00,708.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","OAJ","Jacksonville/Camp Lejeune, NC","NC","1621",3.00,0.00,"1715",0.00,0.00,0.00,"",0.00,34.00,1.00,191.00,,,,,,
2018-05-01,"OH","LEX","Lexington, KY","KY","CLT","Charlotte, NC","NC","2002",0.00,0.00,"2125",0.00,0.00,0.00,"",0.00,56.00,1.00,281.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","LEX","Lexington, KY","KY","1810",0.00,0.00,"1941",5.00,0.00,0.00,"",0.00,44.00,1.00,281.00,,,,,,
2018-05-01,"OH","LGA","New York, NY","NY","PHL","Philadelphia, PA","PA","1622",52.00,1.00,"1751",66.00,1.00,0.00,"",0.00,40.00,1.00,96.00,0.00,0.00,14.00,0.00,52.00,
2018-05-01,"OH","PHL","Philadelphia, PA","PA","LGA","New York, NY","NY","1507",97.00,1.00,"1556",82.00,1.00,0.00,"",0.00,25.00,1.00,96.00,33.00,0.00,0.00,0.00,49.00,
2018-05-01,"OH","CLT","Charlotte, NC","NC","MYR","Myrtle Beach, SC","SC","0939",0.00,0.00,"1055",6.00,0.00,0.00,"",0.00,31.00,1.00,157.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","STL","St. Louis, MO","MO","0739",0.00,0.00,"0830",0.00,0.00,0.00,"",0.00,90.00,1.00,575.00,,,,,,
2018-05-01,"OH","SYR","Syracuse, NY","NY","DCA","Washington, DC","VA","0608",0.00,0.00,"0732",0.00,0.00,0.00,"",0.00,65.00,1.00,298.00,,,,,,
2018-05-01,"OH","CLT","Charlotte, NC","NC","SAV","Savannah, GA","GA","0746",0.00,0.00,"0849",0.00,0.00,0.00,"",0.00,37.00,1.00,213.00,,,,,,
2018-05-01,"OH","GSP","Greer, SC","SC","CLT","Charlotte, NC","NC","0556",0.00,0.00,"0648",0.00,0.00,0.00,"",0.00,26.00,1.00,75.00,,,,,,
2018-05-01,"OH","AGS","Augusta, GA","GA","CLT","Charlotte, NC","NC","1227",0.00,0.00,"1330",0.00,0.00,0.00,"",0.00,35.00,1.00,140.00,,,,,,
